,job,education,housing,loan,y
933,yes,yes,no,no,0

934,yes,no,no,no,0

935,yes,no,no,no,0

936,yes,no,no,no,1

937,no,no,yes,no,0

938,no,no,no,no,1

939,yes,yes,no,no,1

940,yes,yes,yes,no,1

941,yes,no,no,no,0

942,yes,no,no,no,0

943,yes,yes,yes,yes,0

944,yes,no,yes,no,0

945,no,no,no,no,0

946,yes,no,no,no,0

947,no,yes,no,no,1

948,yes,yes,no,no,0

949,yes,yes,yes,no,0

950,yes,yes,yes,no,0

951,yes,yes,no,no,0

952,yes,yes,no,no,0

953,yes,yes,yes,no,1

954,yes,no,yes,no,0

955,yes,yes,no,no,0

956,no,yes,yes,no,1

957,no,yes,no,no,0

958,yes,yes,no,no,0

959,yes,no,yes,no,0

960,yes,yes,no,no,0

961,yes,no,no,no,0

962,no,no,yes,no,0

963,no,no,yes,no,1

964,yes,yes,yes,no,0

965,yes,yes,yes,no,0

966,yes,no,no,no,0

967,yes,no,no,no,0

968,yes,yes,no,yes,0

969,yes,no,yes,no,0

970,yes,yes,yes,no,0

971,yes,no,yes,no,0

972,yes,no,yes,no,0

973,yes,no,yes,no,0

974,yes,no,yes,no,0

975,yes,yes,yes,yes,0

976,yes,no,no,no,0

977,no,no,yes,no,1

978,yes,no,yes,no,0

979,no,yes,yes,no,0

980,yes,yes,no,no,0

981,no,no,no,no,0

982,yes,yes,yes,no,1

983,no,no,no,no,0

984,yes,yes,no,no,0

985,yes,yes,no,no,0

986,yes,no,no,no,0

987,yes,yes,no,no,0

988,yes,yes,yes,no,0

989,yes,no,no,no,0

990,yes,no,no,no,1

991,yes,no,yes,no,0

992,no,yes,yes,no,0

993,yes,no,no,no,0

994,yes,no,no,yes,0

995,yes,no,no,yes,0

996,no,no,yes,no,0

997,yes,no,yes,no,0

998,yes,yes,yes,no,0

999,yes,yes,no,no,1

1000,yes,yes,no,yes,0

1001,no,yes,no,yes,0

1002,yes,no,yes,yes,0

1003,yes,no,yes,no,0

1004,yes,no,yes,no,0

1005,yes,yes,no,no,1

1006,yes,no,yes,no,0

1007,yes,no,no,no,1

1008,no,no,yes,no,0

1009,yes,no,yes,no,0

1010,no,no,no,yes,0

1011,yes,no,yes,yes,0

1012,yes,no,no,yes,0

1013,yes,no,no,yes,0

1014,no,yes,yes,no,0

1015,yes,yes,yes,no,0

1016,no,no,no,no,1

1017,yes,yes,yes,no,0

1018,no,no,yes,no,0

1019,yes,yes,no,no,0

1020,yes,no,no,no,0

1021,yes,yes,no,no,0

1022,yes,yes,no,no,0

1023,no,no,no,no,0

1024,yes,yes,no,no,1

1025,yes,no,yes,no,0

1026,yes,yes,no,yes,0

1027,yes,yes,yes,no,0

1028,no,no,no,yes,0

1029,yes,no,no,no,1

1030,yes,yes,yes,yes,1

1031,yes,yes,no,no,0

1032,yes,yes,no,no,0

1033,yes,no,no,no,0

1034,yes,no,yes,no,0

1035,yes,yes,no,no,0

1036,yes,no,yes,no,0

1037,yes,no,no,no,0

1038,yes,no,yes,no,0

1039,no,no,yes,yes,0

1040,yes,yes,yes,no,0

1041,yes,no,yes,no,1

1042,yes,yes,no,no,0

1043,yes,no,yes,no,0

1044,yes,yes,no,no,0

1045,yes,no,yes,no,0

1046,yes,no,no,no,0

1047,yes,yes,no,no,0

1048,yes,yes,yes,no,0

1049,yes,yes,no,no,0

1050,yes,yes,yes,no,0

1051,yes,no,yes,no,1

1052,yes,yes,no,no,0

1053,yes,yes,no,no,0

1054,yes,no,no,yes,0

1055,yes,yes,no,no,0

1056,yes,no,no,yes,0

1057,yes,yes,no,no,0

1058,yes,yes,no,no,0

1059,yes,yes,yes,yes,0

1060,yes,no,no,yes,0

1061,no,no,no,no,1

1062,yes,yes,no,no,1

1063,yes,yes,no,no,0

1064,yes,no,yes,no,0

1065,yes,no,no,no,0

1066,yes,yes,yes,no,0

1067,yes,yes,no,no,0

1068,yes,yes,no,no,0

1069,yes,yes,no,no,0

1070,yes,no,yes,no,0

1071,yes,yes,yes,no,0

1072,yes,yes,yes,yes,0

1073,yes,yes,yes,no,0

1074,no,yes,no,no,0

1075,yes,no,yes,no,0

1076,yes,no,no,no,0

1077,yes,no,yes,no,0

1078,yes,yes,no,no,0

1079,yes,no,yes,no,0

1080,yes,no,yes,no,1

1081,no,no,yes,no,0

1082,yes,no,no,no,0

1083,no,no,no,no,0

1084,yes,yes,yes,no,1

1085,yes,yes,yes,no,0

1086,no,yes,no,no,0

1087,yes,no,yes,yes,0

1088,yes,yes,no,no,0

1089,yes,no,yes,no,0

1090,yes,yes,yes,no,0

1091,yes,no,no,no,0

1092,yes,no,yes,no,1

1093,yes,yes,no,no,0

1094,yes,no,yes,no,0

1095,no,no,no,yes,1

1096,yes,yes,no,no,0

1097,yes,no,no,no,1

1098,yes,yes,no,no,0

1099,yes,no,yes,no,0

1100,yes,yes,no,no,0

1101,yes,yes,yes,no,0

1102,no,no,no,no,1

1103,yes,yes,yes,no,0

1104,yes,yes,no,no,0

1105,no,yes,yes,yes,0

1106,yes,no,no,yes,0

1107,yes,yes,yes,yes,0

1108,yes,yes,no,no,0

1109,yes,yes,yes,no,0

1110,yes,no,yes,no,0

1111,yes,yes,no,no,1

1112,yes,no,no,no,0

1113,yes,no,no,no,0

1114,yes,yes,no,no,0

1115,yes,no,yes,no,0

1116,yes,yes,no,no,0

1117,yes,yes,no,no,1

1118,yes,no,no,yes,0

1119,yes,no,yes,no,0

1120,yes,yes,yes,no,0

1121,yes,no,yes,no,0

1122,yes,no,no,no,0

1123,yes,no,no,no,0

1124,yes,no,no,no,0

1125,yes,no,no,no,0

1126,no,yes,yes,no,0

1127,yes,yes,yes,no,0

1128,yes,no,yes,no,0

1129,yes,yes,no,no,0

1130,yes,no,no,no,0

1131,no,yes,yes,no,0

1132,no,no,no,yes,0

1133,yes,yes,no,no,0

1134,yes,yes,no,no,0

1135,yes,yes,yes,no,0

1136,no,yes,no,no,0

1137,yes,yes,yes,no,0

1138,yes,no,no,no,0

1139,no,yes,no,no,0

1140,yes,yes,no,no,1

1141,no,yes,yes,no,0

1142,yes,yes,yes,no,0

1143,yes,no,yes,no,0

1144,yes,no,yes,no,1

1145,yes,no,yes,no,0

1146,yes,no,no,no,0

1147,yes,yes,no,no,0

1148,no,yes,yes,no,0

1149,yes,no,no,no,0

1150,yes,yes,yes,no,0

1151,yes,no,no,no,0

1152,yes,yes,yes,no,0

1153,yes,no,no,yes,0

1154,yes,no,yes,no,0

1155,yes,no,yes,yes,0

1156,no,yes,yes,no,0

1157,no,no,no,no,0

1158,yes,yes,yes,no,0

1159,yes,yes,no,no,0

1160,yes,yes,yes,no,0

1161,yes,yes,yes,no,0

1162,yes,no,yes,no,1

1163,yes,yes,no,no,1

1164,yes,no,yes,no,0

1165,yes,yes,yes,no,0

1166,yes,yes,yes,no,0

1167,yes,no,yes,no,0

1168,yes,yes,yes,no,0

1169,no,yes,no,no,0

1170,yes,no,no,no,0

1171,yes,no,no,yes,0

1172,yes,yes,no,no,0

1173,yes,yes,no,no,1

1174,yes,no,yes,no,0

1175,yes,no,no,no,0

1176,yes,no,yes,no,0

1177,yes,no,yes,no,0

1178,yes,yes,yes,no,0

1179,yes,no,yes,no,0

1180,yes,yes,no,no,1

1181,no,yes,yes,no,0

1182,yes,yes,yes,no,1

1183,yes,yes,no,no,0

1184,no,yes,yes,no,0

1185,no,yes,yes,no,0

1186,yes,no,no,no,0

1187,yes,yes,yes,no,1

1188,yes,no,no,no,0

1189,yes,yes,no,yes,0

1190,no,no,yes,no,0

1191,yes,no,no,no,0

1192,yes,yes,yes,no,0

1193,yes,no,yes,no,0

1194,yes,yes,yes,no,0

1195,yes,no,no,no,0

1196,yes,yes,no,no,0

1197,no,yes,no,no,0

1198,yes,yes,no,no,0

1199,no,yes,no,no,0

1200,yes,no,yes,yes,0

1201,no,yes,yes,yes,1

1202,yes,yes,yes,yes,0

1203,yes,yes,yes,no,0

1204,yes,no,no,no,0

1205,yes,no,no,yes,0

1206,yes,yes,yes,no,0

1207,yes,yes,yes,yes,0

1208,yes,yes,no,no,0

1209,yes,yes,no,no,0

1210,no,no,yes,no,0

1211,yes,no,yes,no,0

1212,yes,no,no,no,0

1213,no,yes,yes,no,0

1214,yes,yes,no,no,0

1215,no,yes,yes,no,1

1216,yes,no,yes,no,0

1217,yes,yes,no,no,0

1218,yes,no,yes,no,0

1219,yes,yes,yes,no,0

1220,yes,no,no,yes,0

1221,yes,yes,yes,no,0

1222,yes,no,yes,no,0

1223,yes,yes,no,no,0

1224,yes,no,yes,yes,0

1225,yes,yes,yes,yes,0

1226,yes,no,yes,no,0

1227,yes,no,no,no,0

1228,yes,yes,yes,yes,0

1229,yes,no,yes,no,1

1230,no,yes,no,no,0

1231,yes,yes,yes,no,1

1232,yes,yes,yes,no,0

1233,yes,no,no,no,1

1234,yes,yes,yes,no,0

1235,no,no,yes,no,0

1236,no,yes,no,no,0

1237,yes,no,no,yes,0

1238,no,yes,no,no,0

1239,yes,no,no,no,0

1240,yes,no,no,no,0

1241,yes,yes,yes,no,0

1242,yes,no,no,yes,0

1243,yes,no,yes,no,0

1244,yes,yes,no,no,0

1245,yes,no,yes,no,1

1246,yes,no,no,yes,0

1247,yes,no,no,no,0

1248,yes,yes,no,no,0

1249,yes,yes,yes,no,1

1250,yes,yes,no,no,0

1251,yes,no,no,no,0

1252,yes,no,no,no,0

1253,yes,no,no,no,0

1254,yes,yes,yes,no,0

1255,yes,yes,no,no,0

1256,yes,no,no,no,0

1257,yes,no,yes,no,0

1258,yes,no,no,no,0

1259,yes,yes,yes,yes,0

1260,yes,yes,yes,no,0

1261,yes,yes,no,no,0

1262,yes,no,yes,no,0

1263,yes,no,no,no,0

1264,yes,no,no,no,0

1265,yes,no,no,yes,0

1266,yes,yes,yes,no,0

1267,yes,no,no,no,0

1268,yes,no,yes,yes,0

1269,yes,yes,no,yes,0

1270,yes,no,yes,no,0

1271,yes,no,no,no,0

1272,yes,no,yes,no,0

1273,yes,no,no,yes,0

1274,yes,yes,no,yes,0

1275,yes,no,no,no,0

1276,yes,no,no,no,0

1277,no,no,no,no,1

1278,yes,yes,yes,no,0

1279,yes,no,no,no,0

1280,yes,no,no,yes,0

1281,yes,no,no,no,0

1282,yes,no,yes,no,0

1283,yes,yes,no,no,0

1284,yes,no,yes,no,0

1285,yes,yes,yes,no,0

1286,yes,yes,yes,no,0

1287,yes,no,yes,no,0

1288,no,no,yes,no,0

1289,no,yes,yes,no,0

1290,no,no,yes,no,1

1291,yes,no,yes,no,0

1292,yes,no,no,no,0

1293,yes,yes,yes,no,0

1294,no,no,yes,no,0

1295,no,yes,no,no,0

1296,yes,yes,yes,no,0

1297,yes,yes,yes,no,0

1298,yes,no,yes,no,0

1299,yes,yes,yes,no,1

1300,yes,no,yes,yes,0

1301,no,no,yes,no,0

1302,yes,yes,yes,yes,0

1303,yes,yes,no,no,0

1304,yes,yes,yes,no,0

1305,yes,no,no,no,0

1306,no,no,yes,yes,0

1307,yes,yes,no,no,0

1308,no,no,yes,no,0

1309,yes,yes,yes,no,0

1310,yes,no,yes,no,0

1311,yes,no,no,yes,0

1312,yes,no,yes,yes,0

1313,no,yes,yes,no,1

1314,yes,no,no,no,0

1315,yes,no,yes,no,0

1316,yes,yes,no,no,0

1317,yes,yes,yes,no,0

1318,yes,no,yes,no,0

1319,yes,yes,no,no,0

1320,yes,no,no,no,0

1321,yes,no,yes,no,1

1322,yes,no,no,yes,0

1323,yes,no,yes,no,0

1324,yes,yes,no,no,0

1325,yes,no,no,no,0

1326,yes,no,yes,no,0

1327,no,no,yes,no,0

1328,no,no,yes,no,0

1329,yes,no,yes,yes,1

1330,yes,yes,yes,no,0

1331,yes,no,no,no,0

1332,yes,no,no,no,0

1333,yes,no,no,no,0

1334,yes,yes,no,no,0

1335,yes,yes,yes,no,0

1336,yes,yes,yes,no,0

1337,yes,yes,no,no,0

1338,yes,yes,yes,no,0

1339,yes,no,no,no,0

1340,yes,no,no,no,0

1341,yes,yes,no,no,0

1342,yes,no,no,no,0

1343,no,yes,no,no,1

1344,yes,no,yes,no,0

1345,yes,no,yes,no,0

1346,yes,no,no,yes,0

1347,yes,no,no,no,1

1348,yes,no,yes,yes,0

1349,yes,no,no,no,0

1350,yes,yes,no,yes,0

1351,no,no,yes,no,0

1352,yes,no,yes,no,0

1353,yes,no,no,no,0

1354,yes,yes,no,no,0

1355,yes,no,yes,no,0

1356,yes,no,no,no,0

1357,yes,yes,yes,yes,0

1358,yes,no,no,yes,0

1359,yes,yes,no,no,0

1360,yes,no,no,no,0

1361,yes,no,no,no,0

1362,yes,no,yes,no,0

1363,yes,no,yes,no,0

1364,yes,no,yes,no,0

1365,yes,yes,yes,no,0

1366,no,no,yes,no,1

1367,yes,no,yes,no,1

1368,yes,yes,yes,no,0

1369,yes,yes,no,no,0

1370,yes,yes,no,no,1

1371,yes,yes,no,no,0

1372,yes,no,no,no,0

1373,yes,yes,no,no,0

1374,yes,no,no,no,0

1375,yes,no,yes,no,0

1376,yes,yes,yes,no,0

1377,yes,no,yes,no,0

1378,yes,yes,yes,yes,0

1379,yes,yes,no,no,0

1380,yes,yes,yes,no,0

1381,yes,yes,no,no,0

1382,no,yes,no,no,0

1383,yes,no,no,yes,0

1384,yes,yes,yes,no,0

1385,no,no,yes,yes,0

1386,yes,no,yes,yes,0

1387,yes,yes,no,no,0

1388,yes,no,no,no,1

1389,yes,no,yes,no,0

1390,no,yes,no,no,0

1391,yes,yes,yes,no,0

1392,no,yes,yes,no,1

1393,yes,yes,yes,no,0

1394,yes,yes,yes,no,1

1395,yes,no,yes,no,0

1396,yes,yes,yes,yes,0

1397,yes,no,yes,no,0

1398,yes,no,yes,no,0

1399,yes,yes,no,no,0

1400,yes,no,yes,no,0

1401,yes,no,no,no,0

1402,yes,no,no,no,0

1403,yes,yes,yes,no,0

1404,yes,no,yes,no,0

1405,yes,no,no,no,0

1406,yes,yes,yes,no,0

1407,yes,yes,no,no,0

1408,yes,no,yes,no,0

1409,yes,no,no,no,0

1410,yes,yes,no,yes,0

1411,no,no,no,no,0

1412,yes,yes,no,no,0

1413,yes,yes,yes,no,0

1414,no,no,no,no,0

1415,yes,no,yes,yes,0

1416,yes,yes,yes,no,1

1417,yes,yes,no,yes,0

1418,yes,no,yes,no,0

1419,yes,yes,yes,no,0

1420,yes,yes,no,no,0

1421,yes,no,no,no,0

1422,yes,yes,no,no,0

1423,yes,no,yes,no,0

1424,yes,yes,yes,yes,0

1425,yes,yes,no,no,0

1426,yes,no,no,no,0

1427,yes,no,yes,no,0

1428,no,no,yes,no,0

1429,yes,no,no,no,0

1430,yes,no,yes,no,0

1431,yes,yes,yes,no,0

1432,yes,yes,yes,no,0

1433,yes,no,yes,no,0

1434,yes,no,no,yes,0

1435,yes,no,no,no,0

1436,no,no,yes,no,0

1437,yes,yes,yes,yes,0

1438,yes,no,yes,yes,0

1439,yes,yes,yes,yes,0

1440,no,no,no,no,0

1441,yes,no,no,no,0

1442,yes,yes,no,no,0

1443,yes,yes,yes,yes,0

1444,yes,no,yes,no,0

1445,no,no,yes,no,0

1446,yes,yes,yes,no,0

1447,yes,no,no,no,0

1448,yes,no,no,no,0

1449,yes,no,no,no,0

1450,yes,yes,yes,yes,0

1451,yes,yes,no,no,0

1452,yes,yes,no,no,0

1453,yes,no,no,no,1

1454,yes,yes,no,no,0

1455,yes,yes,no,no,0

1456,yes,yes,no,no,1

1457,yes,no,yes,yes,0

1458,yes,yes,no,no,0

1459,yes,yes,yes,no,0

1460,yes,no,yes,no,0

1461,yes,no,yes,no,0

1462,no,yes,yes,no,0

1463,yes,no,yes,no,0

1464,yes,no,yes,no,0

1465,yes,no,yes,yes,1

1466,yes,no,yes,no,0

1467,yes,no,no,no,0

1468,yes,no,no,no,0

1469,no,no,no,no,1

1470,yes,yes,yes,no,0

1471,yes,no,no,no,0

1472,no,yes,yes,no,0

1473,yes,yes,no,yes,1

1474,yes,yes,no,no,0

1475,yes,no,yes,no,0

1476,no,no,yes,no,0

1477,no,no,yes,yes,0

1478,yes,yes,yes,no,0

1479,no,yes,yes,no,0

1480,yes,yes,no,no,0

1481,no,yes,yes,no,0

1482,yes,no,yes,no,0

1483,yes,no,yes,no,0

1484,yes,yes,no,no,0

1485,no,no,yes,no,0

1486,yes,no,yes,no,1

1487,yes,no,no,no,0

1488,yes,no,no,no,0

1489,yes,yes,yes,no,1

1490,yes,no,yes,no,0

1491,yes,no,no,no,0

1492,yes,yes,no,no,0

1493,yes,no,yes,yes,0

1494,yes,no,no,no,0

1495,yes,yes,no,no,0

1496,yes,no,no,no,0

1497,no,no,yes,no,0

1498,yes,no,yes,yes,0

1499,yes,yes,yes,no,0

1500,yes,no,no,no,1

1501,yes,no,yes,no,0

1502,yes,yes,yes,no,0

1503,yes,yes,no,no,1

1504,no,no,yes,no,1

1505,yes,yes,no,no,1

1506,yes,yes,yes,no,0

1507,yes,no,no,no,1

1508,no,yes,yes,no,0

1509,yes,yes,yes,no,0

1510,yes,yes,yes,no,0

1511,yes,no,no,no,0

1512,yes,yes,no,no,0

1513,yes,no,no,no,0

1514,no,no,yes,no,0

1515,no,yes,yes,yes,0

1516,yes,no,no,yes,0

1517,yes,no,yes,no,0

1518,yes,no,yes,no,0

1519,yes,yes,yes,yes,0

1520,no,yes,no,no,0

1521,yes,yes,yes,no,0

1522,yes,yes,no,no,0

1523,no,no,no,no,0

1524,yes,yes,yes,no,0

1525,yes,no,no,no,0

1526,no,yes,no,no,0

1527,yes,yes,no,no,1

1528,yes,yes,yes,no,0

1529,yes,no,yes,yes,0

1530,yes,no,yes,yes,0

1531,yes,yes,yes,no,1

1532,yes,no,no,no,0

1533,yes,no,no,no,0

1534,yes,yes,yes,no,0

1535,yes,yes,no,no,0

1536,yes,yes,no,no,0

1537,yes,no,no,no,1

1538,yes,no,yes,no,0

1539,yes,no,yes,no,1

1540,yes,no,no,yes,0

1541,no,no,yes,no,0

1542,yes,yes,no,no,0

1543,yes,no,no,no,0

1544,yes,yes,yes,yes,0

1545,yes,no,no,no,0

1546,yes,no,no,no,0

1547,yes,no,no,no,0

1548,yes,no,no,no,0

1549,yes,no,yes,no,0

1550,yes,yes,no,no,1

1551,yes,no,yes,no,0

1552,no,no,no,no,0

1553,yes,no,no,no,0

1554,yes,yes,yes,no,0

1555,yes,no,yes,no,0

1556,yes,yes,no,no,1

1557,yes,yes,yes,no,1

1558,yes,no,no,yes,0

1559,yes,no,yes,no,0

1560,yes,no,yes,no,0

1561,yes,yes,yes,no,0

1562,yes,yes,no,yes,0

1563,yes,no,yes,no,0

1564,yes,no,yes,no,0

1565,yes,yes,yes,no,0

1566,yes,yes,no,no,0

1567,yes,no,no,no,0

1568,yes,yes,yes,no,1

1569,yes,yes,no,no,1

1570,yes,yes,yes,no,1

1571,no,no,no,no,0

1572,yes,yes,no,no,0

1573,yes,no,no,no,0

1574,yes,yes,yes,no,0

1575,yes,no,no,no,0

1576,yes,no,no,no,0

1577,no,yes,no,no,0

1578,yes,yes,yes,no,0

1579,yes,yes,yes,no,0

1580,yes,no,no,no,0

1581,no,yes,yes,yes,0

1582,yes,yes,yes,no,0

1583,yes,no,no,no,0

1584,yes,yes,yes,no,0

1585,yes,yes,no,no,1

1586,no,yes,yes,no,0

1587,no,yes,no,no,0

1588,yes,no,yes,no,0

1589,yes,no,no,no,0

1590,yes,yes,no,no,0

1591,yes,yes,yes,no,0

1592,yes,no,no,no,0

1593,yes,no,no,no,0

1594,yes,yes,yes,no,0

1595,yes,yes,yes,no,0

1596,no,yes,no,yes,0

1597,yes,no,yes,yes,0

1598,no,no,no,yes,1

1599,yes,no,yes,yes,0

1600,yes,yes,yes,yes,1

1601,no,no,no,no,0

1602,yes,yes,yes,no,1

1603,no,yes,no,no,0

1604,yes,yes,no,no,0

1605,yes,yes,yes,no,1

1606,no,no,yes,no,1

1607,no,yes,no,no,0

1608,yes,no,no,no,0

1609,yes,no,yes,no,0

1610,yes,yes,yes,no,0

1611,no,no,yes,no,0

1612,yes,yes,yes,no,0

1613,yes,yes,no,no,0

1614,yes,yes,no,no,0

1615,no,yes,yes,no,0

1616,yes,yes,yes,no,0

1617,yes,no,yes,no,0

1618,yes,no,yes,yes,1

1619,yes,no,yes,no,0

1620,yes,yes,no,no,0

1621,yes,no,no,no,0

1622,yes,yes,no,no,0

1623,no,yes,yes,no,1

1624,no,yes,no,no,0

1625,yes,no,yes,no,1

1626,yes,yes,no,no,0

1627,yes,no,yes,no,0

1628,yes,no,yes,no,0

1629,yes,yes,no,no,0

1630,yes,no,yes,no,0

1631,no,yes,no,no,0

1632,yes,no,yes,no,1

1633,yes,no,yes,no,0

1634,yes,yes,no,no,0

1635,yes,yes,yes,no,0

1636,no,no,yes,no,0

1637,yes,no,yes,no,0

1638,yes,no,no,yes,0

1639,yes,yes,yes,no,0

1640,yes,no,yes,yes,0

1641,yes,yes,no,no,0

1642,yes,yes,no,no,0

1643,yes,yes,yes,yes,0

1644,yes,no,yes,no,0

1645,yes,no,no,no,0

1646,yes,yes,yes,no,0

1647,yes,no,no,no,1

1648,yes,no,yes,no,0

1649,no,yes,yes,no,0

1650,no,no,yes,yes,0

1651,no,no,no,yes,1

1652,no,yes,yes,no,1

1653,yes,no,no,yes,0

1654,yes,no,no,no,0

1655,yes,no,no,no,0

1656,yes,yes,no,no,0

1657,yes,yes,no,no,1

1658,yes,no,yes,no,0

1659,yes,yes,yes,no,0

1660,yes,no,yes,no,0

1661,no,yes,yes,no,0

1662,yes,yes,no,no,0

1663,yes,no,yes,no,0

1664,yes,yes,yes,no,1

1665,yes,no,no,no,0

1666,yes,no,no,yes,1

1667,yes,no,no,no,0

1668,no,yes,no,no,0

1669,yes,yes,yes,yes,0

1670,no,yes,no,no,0

1671,yes,no,no,no,0

1672,yes,yes,yes,no,0

1673,yes,yes,yes,no,1

1674,yes,no,no,no,0

1675,yes,no,no,no,0

1676,yes,no,no,yes,0

1677,yes,yes,no,no,0

1678,no,no,yes,no,0

1679,yes,no,no,yes,1

1680,no,no,no,no,0

1681,yes,yes,yes,no,1

1682,yes,no,yes,no,0

1683,yes,yes,yes,no,1

1684,yes,yes,yes,no,0

1685,no,yes,yes,no,0

1686,yes,no,no,no,0

1687,no,no,no,no,0

1688,yes,yes,no,no,0

1689,yes,no,yes,no,0

1690,yes,no,yes,no,0

1691,yes,yes,no,no,0

1692,yes,yes,no,no,0

1693,yes,no,no,no,0

1694,no,no,yes,yes,0

1695,yes,yes,no,no,0

1696,yes,yes,yes,no,0

1697,no,yes,yes,no,0

1698,no,no,yes,no,0

1699,no,no,no,no,0

1700,yes,yes,yes,no,0

1701,yes,yes,no,yes,0

1702,yes,yes,no,no,0

1703,yes,yes,yes,no,0

1704,yes,yes,no,no,0

1705,yes,no,no,no,0

1706,yes,no,no,no,0

1707,yes,yes,no,no,0

1708,yes,yes,no,no,0

1709,yes,yes,yes,no,0

1710,yes,yes,yes,no,0

1711,yes,no,yes,no,0

1712,yes,yes,no,no,0

1713,yes,no,yes,no,0

1714,yes,no,no,no,0

1715,yes,yes,yes,no,0

1716,yes,no,no,no,0

1717,yes,yes,yes,no,0

1718,no,no,yes,yes,0

1719,yes,no,no,no,0

1720,yes,no,no,no,0

1721,yes,yes,no,yes,0

1722,yes,no,no,no,0

1723,yes,yes,yes,no,0

1724,yes,yes,yes,no,0

1725,no,no,yes,no,0

1726,yes,yes,yes,no,0

1727,yes,no,no,no,0

1728,yes,yes,no,no,0

1729,yes,yes,yes,no,0

1730,yes,no,no,no,0

1731,yes,no,yes,no,0

1732,yes,no,no,no,0

1733,no,yes,yes,no,0

1734,yes,no,yes,no,1

1735,yes,no,yes,no,0

1736,yes,no,yes,no,0

1737,yes,no,yes,no,1

1738,yes,yes,no,no,0

1739,no,yes,no,no,0

1740,no,no,yes,no,0

1741,yes,yes,no,no,0

1742,yes,no,yes,no,0

1743,yes,no,no,no,0

1744,yes,no,no,no,0

1745,yes,yes,yes,yes,0

1746,yes,yes,yes,yes,0

1747,yes,yes,no,yes,0

1748,yes,yes,yes,yes,0

1749,no,no,yes,no,0

1750,yes,no,no,no,0

1751,yes,yes,no,no,0

1752,no,no,no,no,0

1753,yes,no,no,no,0

1754,yes,yes,yes,no,0

1755,yes,no,yes,no,0

1756,yes,no,yes,no,0

1757,yes,no,yes,no,0

1758,yes,no,yes,no,0

1759,yes,no,yes,no,0

1760,yes,no,no,no,0

1761,yes,yes,yes,no,0

1762,yes,no,yes,no,0

1763,yes,yes,no,no,0

1764,yes,no,no,no,0

1765,yes,yes,no,no,1

1766,yes,no,yes,yes,0

1767,no,yes,no,no,0

1768,yes,no,yes,yes,0

1769,yes,no,no,no,0

1770,yes,yes,yes,no,0

1771,yes,no,yes,no,0

1772,yes,no,yes,no,0

1773,no,no,yes,no,0

1774,yes,no,no,no,0

1775,yes,no,no,no,0

1776,yes,no,no,no,0

1777,yes,no,no,no,0

1778,yes,yes,no,no,0

1779,yes,no,yes,no,0

1780,yes,yes,yes,yes,0

1781,no,no,yes,no,0

1782,yes,no,yes,no,0

1783,yes,no,yes,no,0

1784,yes,no,yes,yes,0

1785,yes,no,yes,no,0

1786,yes,no,no,no,0

1787,yes,yes,no,no,0

1788,yes,yes,yes,yes,0

1789,no,no,no,no,0

1790,yes,yes,yes,no,0

1791,no,yes,no,no,0

1792,yes,yes,no,no,0

1793,no,no,no,no,0

1794,yes,yes,yes,yes,0

1795,yes,yes,yes,yes,0

1796,yes,yes,no,no,0

1797,no,no,yes,no,0

1798,no,no,no,no,0

1799,yes,yes,yes,no,0

1800,no,no,yes,no,0

1801,yes,no,yes,no,0

1802,no,yes,yes,no,0

1803,yes,yes,no,no,0

1804,yes,no,yes,no,0

1805,yes,no,yes,no,0

1806,yes,no,no,no,0

1807,yes,no,yes,no,0

1808,yes,yes,yes,no,0

1809,yes,yes,yes,no,0

1810,no,no,yes,yes,0

1811,no,no,yes,no,0

1812,yes,yes,yes,no,0

